timestamp,status,value
2025-06-22T19:18:46.472259,Dik Durma,175.25
2025-06-22T19:18:46.500312,Dik Durma,175.52
2025-06-22T19:18:46.535584,Dik Durma,175.61
2025-06-22T19:18:46.567591,Dik Durma,175.94
2025-06-22T19:18:46.595751,Dik Durma,175.94
2025-06-22T19:18:46.627127,Dik Durma,175.67
2025-06-22T19:18:46.662663,Dik Durma,175.73
2025-06-22T19:18:46.688898,Dik Durma,175.82
2025-06-22T19:18:46.718440,Dik Durma,176.22
2025-06-22T19:18:46.754440,Dik Durma,176.20
2025-06-22T19:18:46.785443,Dik Durma,176.29
2025-06-22T19:18:46.817883,Dik Durma,176.65
2025-06-22T19:18:46.849220,Dik Durma,176.34
2025-06-22T19:18:46.880224,Dik Durma,176.08
2025-06-22T19:18:46.911784,Dik Durma,176.01
2025-06-22T19:18:46.942295,Dik Durma,175.69
2025-06-22T19:18:46.970382,Dik Durma,175.32
2025-06-22T19:18:47.008533,Dik Durma,175.24
2025-06-22T19:18:47.036540,Dik Durma,175.22
2025-06-22T19:18:47.083059,Dik Durma,175.11
2025-06-22T19:18:47.126576,Dik Durma,175.12
2025-06-22T19:18:47.156098,Dik Durma,174.96
2025-06-22T19:18:47.187560,Dik Durma,175.04
2025-06-22T19:18:47.221093,Dik Durma,175.13
2025-06-22T19:18:47.249895,Dik Durma,175.23
2025-06-22T19:18:47.280893,Dik Durma,175.12
2025-06-22T19:18:47.312822,Dik Durma,175.32
2025-06-22T19:18:47.343352,Dik Durma,175.36
2025-06-22T19:18:47.377372,Dik Durma,175.26
2025-06-22T19:18:47.418340,Dik Durma,175.23
2025-06-22T19:18:47.476283,Dik Durma,175.62
2025-06-22T19:18:47.502438,Dik Durma,175.62
2025-06-22T19:18:47.530404,Dik Durma,175.63
2025-06-22T19:18:47.564787,Dik Durma,175.32
2025-06-22T19:18:47.593520,Dik Durma,175.11
2025-06-22T19:18:47.623509,Dik Durma,175.05
2025-06-22T19:18:47.655691,Dik Durma,175.02
2025-06-22T19:18:47.698841,Dik Durma,174.85
2025-06-22T19:18:47.726016,Dik Durma,174.57
2025-06-22T19:18:47.760015,Dik Durma,174.61
2025-06-22T19:18:47.813098,Dik Durma,174.62
2025-06-22T19:18:48.015391,Dik Durma,174.21
2025-06-22T19:18:48.068509,Dik Durma,174.28
2025-06-22T19:18:48.094181,Dik Durma,174.31
2025-06-22T19:18:48.123978,Dik Durma,174.48
2025-06-22T19:18:48.156498,Dik Durma,174.64
2025-06-22T19:18:48.188497,Dik Durma,174.68
2025-06-22T19:18:48.223032,Dik Durma,174.75
2025-06-22T19:18:48.257069,Dik Durma,174.68
